,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_impressions,estimated_impressions,estimated_impressions,estimated_impressions,estimated_impressions,estimated_impressions,estimated_spend,estimated_spend,estimated_spend,estimated_spend,estimated_spend,estimated_spend
,count,mean,min,max,std,median,count,mean,min,max,std,median,count,mean,min,max,std,median
page_id,,,,,,,,,,,,,,,,,,
3d7ed7ebc790304cd1cc251ccee2ff9484ed7739342a7663d56bcb3206f2bcbc,19,877632.4210526316,75000,1000001,293553.16921817604,1000001.0,19,13025.315789473685,499,137499,30777.64055113284,3499.0,19,91.10526315789474,49,549,116.97953037312037,49.0
3d8882e7985f47a368b53acf0f62b011eb298e3d989ddeb87394d5cb76dd77c4,7,653571.4285714285,75000,750000,255126.01928122836,750000.0,7,6070.428571428572,499,12499,4928.053803045812,4499.0,7,91.85714285714286,49,149,53.452248382484875,49.0
3dbd32b5920df5b80a590be959e0554d6fa3be87572449f434d40add7770250b,3,766667.3333333334,300000,1000001,404145.76578300726,1000001.0,3,150665.66666666666,4499,424999,237750.04381352558,22499.0,3,849.0,149,2249,1212.4355652982142,149.0
3dc966a991a03a322497caf5d1b78e8df543569c11bae8a45277fc43f9ef6011,2,300000.0,300000,300000,0.0,300000.0,2,10499.0,3499,17499,9899.494936611665,10499.0,2,199.0,49,349,212.13203435596427,199.0
3dcf243b363aa658363901bbfced358b2f548f00e8dce29d6454b77b4134bdd4,1,300000.0,300000,300000,,300000.0,1,22499.0,22499,22499,,22499.0,1,249.0,249,249,,249.0
3ddd407d4b7a7c4c7d3097b8cf7ba49da2e50e32a6dff3da793ef29cddb51208,3,683333.6666666666,300000,1000001,354730.39057900483,750000.0,3,204165.66666666666,112499,274999,83229.10148099241,224999.0,3,4415.666666666667,2249,5499,1876.3883748662836,5499.0
3de27b8f8bb6ce79109d516a43dfbedc6b79817da54722522ed5a0f622b5b843,1,75000.0,75000,75000,,75000.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
3de419a2278521577b801787d87658545bf40ad7209afb23df7a5bdb94585ad0,34,23779.41176470588,3000,30000,11406.531340387897,30000.0,34,50837.23529411765,1499,162499,49379.90030738419,27499.0,34,919.5882352941177,49,3749,1037.634083855484,399.0
3e039df7ab02f4368f1c472d169e970e93f8cc481c6af21b9aaccc989b633b97,1,30000.0,30000,30000,,30000.0,1,5499.0,5499,5499,,5499.0,1,49.0,49,49,,49.0
3e059ca9dd80bfecf2bceec34b67da092fecde42019ae630169fa15f015449f9,1,300000.0,300000,300000,,300000.0,1,27499.0,27499,27499,,27499.0,1,549.0,549,549,,549.0
3e29a5a2d12b5ca87d4b1ee961a60bc5f93ea7d5b62a6277e183590034c67ef9,2,18750.0,7500,30000,15909.90257669732,18750.0,2,5499.0,5499,5499,0.0,5499.0,2,49.0,49,49,0.0,49.0
3e429458f525f771c15c8c2992111abff035ae8f7a1cc7ebb7e2e29c2e70f4be,1,1000001.0,1000001,1000001,,1000001.0,1,2499.0,2499,2499,,2499.0,1,49.0,49,49,,49.0
3e5923a9d4f104e0aec9bbaea971722edb99b01937d998426bafd17a3120135e,3,691667.3333333334,75000,1000001,534049.576350673,1000001.0,3,6165.666666666667,499,17499,9814.954576223638,499.0,3,349.0,49,949,519.6152422706632,49.0
3e812f75fc7c3014b006a4511bd12c509409490d444592db7c2fe041b8e6f968,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
3e90f7bf4efafe83acf4800f41daa82ec5860410fe8daf1cd8f295a52abaf402,2,187500.0,75000,300000,159099.02576697318,187500.0,2,24999.0,17499,32499,10606.601717798212,24999.0,2,149.0,149,149,0.0,149.0
3e97b2b8e8688215a4c1a294bbb9a2706c623fb45d6a58a300e667d91eace9ca,3,26183.333333333332,550,75000,42294.21749285987,3000.0,3,17832.333333333332,1499,47499,25735.83752927682,4499.0,3,149.0,49,249,100.0,149.0
3e9b08e4f144b7239ab36561e7b635b6cba82249648240e40657cd632a11d9bb,1,30000.0,30000,30000,,30000.0,1,17499.0,17499,17499,,17499.0,1,49.0,49,49,,49.0
3eadd2dc3f8455b927fae2b37371e3d5dad829b5a357696c054371f20fc22763,11,1000001.0,1000001,1000001,0.0,1000001.0,11,72726.27272727272,499,549999,160619.4825723772,17499.0,11,708.0909090909091,49,5499,1599.5027636453433,249.0
3eb963d6a45f2a6bca893e33274e8f2f23ea7a68c1dde2936b6785109790118b,1,1000001.0,1000001,1000001,,1000001.0,1,112499.0,112499,112499,,112499.0,1,549.0,549,549,,549.0
3ebcde99a88e96b51cf14e22e215a35ef80b8aa2af0454fd62e4c36ada25e713,1,1000001.0,1000001,1000001,,1000001.0,1,37499.0,37499,37499,,37499.0,1,449.0,449,449,,449.0
3ebe5d39a9c872ff7af6b642171ab8cc826b330ea4733bc2b745617d6b64c91b,1,750000.0,750000,750000,,750000.0,1,9499.0,9499,9499,,9499.0,1,249.0,249,249,,249.0
3ec5caba1632b7bc36e6fa919cde574d58774cafb17b38b77a6d1d6f5f603093,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
3edf80f17c8aa60aa50a05e0c68afb9636106d4674a631e934d666cf59bc250a,2,30000.0,30000,30000,0.0,30000.0,2,58749.0,22499,94999,51265.24163602469,58749.0,2,1149.0,549,1749,848.5281374238571,1149.0
3ee8f0e45345830df76789599df11fa01954cbfe9b50ca784ecc0c4ec26a6db8,5,1000001.0,1000001,1000001,0.0,1000001.0,5,899.0,499,1499,547.7225575051662,499.0,5,49.0,49,49,0.0,49.0
3eed39267d5496256d82578ea60dd284753e0f18b7609d8e8c4ee5410aee6f92,2,1000001.0,1000001,1000001,0.0,1000001.0,2,20999.0,4499,37499,23334.52377915607,20999.0,2,199.0,49,349,212.13203435596427,199.0
3ef188daf116203d2d461edcb936a25f03684f7de17aaf658f492008edd38b23,1,0.0,0,0,,0.0,1,2499.0,2499,2499,,2499.0,1,49.0,49,49,,49.0
3f0b78a627ec70de4032f656692003157c2b3f6fdad6759a0b96855e018f1bf5,2,376500.0,3000,750000,528208.765546351,376500.0,2,275749.0,1499,549999,387848.0694808213,275749.0,2,4774.0,49,9499,6682.159082212874,4774.0
3f179ab1fc0fa172de7410f783f311e65c36bffb334cda88aa76d0d6ae7f69db,2,1000001.0,1000001,1000001,0.0,1000001.0,2,2499.0,499,4499,2828.42712474619,2499.0,2,49.0,49,49,0.0,49.0
3f1ab965c553d5d5f2b5ba4fa0342638701be6af26f2a8c95a65a5516684b92b,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
3f246507d393dd0e83d04d1aceedcfc9b2bd271c51e0ab87bcf94a38252bbfaf,5,710000.2,300000,1000001,253476.12313628278,750000.0,5,3899.0,499,8499,3781.5340802378073,1499.0,5,49.0,49,49,0.0,49.0
3f2517388b471f0867b2da41a0bea619b07cab1d383e603a8c8f08cbcb8d3414,6,1000001.0,1000001,1000001,0.0,1000001.0,6,80915.66666666667,5499,324999,126210.30729170525,14999.0,6,232.33333333333334,49,649,285.7738033247041,49.0
3f27d5a2f6bab592e29c157e9b50b946adcb6477ad7cf287e495901257401bb6,5,3000.0,3000,3000,0.0,3000.0,5,6899.0,499,12499,5128.352561983234,9499.0,5,129.0,49,249,83.66600265340756,149.0
3f55f4c7d8818c3120eb409490a5f79fe8e474086f1fa461699402ef77817e94,134,293283.58208955225,30000,750000,107359.11291977871,300000.0,134,114592.32089552238,499,1000000,235168.25584375864,17499.0,134,2235.194029850746,49,54999,6295.410644280043,349.0
3f76426fcf2ed380b37899c0170b1d86747fb4c9465fd9a8afcc3c3169603a76,1,3000.0,3000,3000,,3000.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
3f7b90b12bea5e73c9021f37820d4223b8e0640f564c82fbc98570b9f919700d,18,87500.0,7500,300000,117097.24465538184,30000.0,18,8415.666666666666,499,84999,20448.10504667853,499.0,18,193.44444444444446,49,2249,518.1667029307689,49.0
3f7e7f1e874cff9c1fc031a7170a400eb3323b69e609b2f70d8b92fef80e5c96,3,750000.0,750000,750000,0.0,750000.0,3,18165.666666666668,9499,27499,9018.499505645788,17499.0,3,315.6666666666667,49,649,305.50504633038935,249.0
3f8577b96c49a392b3ada8c7eb64b9df1d2e254beaa9dbac1f34ce7b387ad29b,1,75000.0,75000,75000,,75000.0,1,12499.0,12499,12499,,12499.0,1,149.0,149,149,,149.0
3fbc26d43b10d4755b0d5bdf4b2f4aaad8164a348b69d6e60420065dca1e1f01,5,156000.0,30000,300000,132730.93083377363,75000.0,5,20199.0,499,54999,21376.388843768724,17499.0,5,229.0,49,349,130.38404810405297,249.0
3fd9a994da5c8b3219bcd816093985f1ba9a6a3558595ccd6543c0849dea2487,1,1000001.0,1000001,1000001,,1000001.0,1,9499.0,9499,9499,,9499.0,1,249.0,249,249,,249.0
3fe2c9ab76bb41e5e84b271918e6062f03da74143a445688f5cbcbbff9884e29,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
3fe97f34b3c6fdae252c00a0f90888a88f4a5f59c40bb97af181daf47faa5081,5,750000.0,750000,750000,0.0,750000.0,5,9099.0,499,17499,7266.36084983398,12499.0,5,109.0,49,149,54.77225575051661,149.0
3fea499a776f1a5761b093020f46e60d12978f05b9cebabd8f33c9373cddfb91,2,875000.5,750000,1000001,176777.40240341806,875000.5,2,42249.0,9499,74999,46315.49416771886,42249.0,2,149.0,49,249,141.4213562373095,149.0
3ff0ee8c3c8e3dffa20c82a981f2d9d673ed451eecd6207b4c6fb590cc3abe03,24,418750.25,30000,1000001,359109.3738563503,300000.0,24,1790.6666666666667,499,12499,2926.3297485248395,499.0,24,53.166666666666664,49,149,20.412414523193153,49.0
400c987a7103723b38167100eafb9b349c082d114784e9ec0915f10fb54a04ad,1,300000.0,300000,300000,,300000.0,1,5499.0,5499,5499,,5499.0,1,49.0,49,49,,49.0
400d6be40b86cf8cb9193061a45857eb681354cf0acd11efdb0d18dce52ad0a6,31,188951.61290322582,7500,300000,142176.20258202552,300000.0,31,8144.1612903225805,499,42499,9628.251440757642,5499.0,31,152.2258064516129,49,449,127.75985537390567,149.0
400efbc1625b801e76eded220237eccc8e59c8379a671dcaf002d5098704930f,3,300000.0,300000,300000,0.0,300000.0,3,14832.333333333334,7499,27499,11015.141094572204,9499.0,3,49.0,49,49,0.0,49.0
4029378bc54d5d95257c6181076bc0acaf5332b0cdae1d3c42478be4a636fa5a,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
402f54e51a7d75ab11ea847b6a8925d0bdccdc6a6fc75a6e1ec6f2e158452a12,2,30000.0,30000,30000,0.0,30000.0,2,32499.0,32499,32499,0.0,32499.0,2,399.0,349,449,70.71067811865476,399.0
403d3c951ec6c1a9ab5f1410d556ca1f88b5e7c8f5f281dd89ecbbf5a52eca51,14,300000.0,300000,300000,0.0,300000.0,14,4999.0,499,12499,4146.360776911205,4499.0,14,77.57142857142857,49,149,46.88072309384955,49.0
404bc12d542eaa33d1809f3ea7c7de19f8a363c93434efd682f1a34ef71fec02,1,750000.0,750000,750000,,750000.0,1,94999.0,94999,94999,,94999.0,1,2749.0,2749,2749,,2749.0
406514ebac504ef61ea0b74e468ebed8779056f3e4d91f0ad73583480e84c8c4,14,272857.21428571426,30000,1000001,287567.6734496738,300000.0,14,570.4285714285714,499,1499,267.2612419124244,499.0,14,49.0,49,49,0.0,49.0
4079fd216923ecbb72d982badd365c56a84308d2897ee7e821399be4b2214bbc,1,1000001.0,1000001,1000001,,1000001.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
407acbd59684820a26abc52ba0a4f128043a0bcae7586299b3fdec7562ac571d,3,0.0,0,0,0.0,0.0,3,499.0,499,499,0.0,499.0,3,49.0,49,49,0.0,49.0
409f3e1fb35d3dad8dd26f070329f23cbe240c947e0a6a954b4b5e8dcec315b5,3,1000001.0,1000001,1000001,0.0,1000001.0,3,499.0,499,499,0.0,499.0,3,49.0,49,49,0.0,49.0
40b78692131dd5001bf522c2cfbd0d6f734867b018a34569c52738c54588424f,2,1000001.0,1000001,1000001,0.0,1000001.0,2,5499.0,1499,9499,5656.85424949238,5499.0,2,49.0,49,49,0.0,49.0
40c7d68152402d93cc59b7bae8f1ff52aa897afdb066935063c464d29493a017,1,300000.0,300000,300000,,300000.0,1,5499.0,5499,5499,,5499.0,1,49.0,49,49,,49.0
40ca7faf8cb13dce18a716cfe8ce81f90f09478705d5295a7edacf3d19123e37,7,364285.71428571426,300000,750000,170084.01285415224,300000.0,7,1927.5714285714287,499,8499,2935.8214555806385,499.0,7,63.285714285714285,49,149,37.79644730092272,49.0
40ddec0b5fb51dfa4117085c8d11e688aa770b6c0953e8efab15b7e1cdcd013b,14,598429.1428571428,3000,1000001,481544.45866461116,1000001.0,14,8999.0,499,37499,12138.62240314583,2999.0,14,56.142857142857146,49,149,26.72612419124244,49.0
40e4c1e73730a69178b8797f221aa490a6cbf8d2bd4f504bc9a1bcb0d7f8853f,3,103500.0,3000,300000,170188.86567575447,7500.0,3,19832.333333333332,4499,37499,16623.276853055577,17499.0,3,415.6666666666667,149,849,378.59388972001824,249.0
40e8e445af41895976ea58478975639efdfc566c0f6ac08b86e4402c76f2b03a,126,943179.9047619047,550,1000001,227624.80315706995,1000001.0,126,56165.666666666664,499,949999,124677.52002666722,5499.0,126,362.0952380952381,49,7499,879.776757397661,49.0
41047a79631ed0568303b784749fc1773e435560f3e152bd7bae0008ac3e6357,1,75000.0,75000,75000,,75000.0,1,424999.0,424999,424999,,424999.0,1,12499.0,12499,12499,,12499.0
4133f0bce1a2b45044c0869858eadeb5083c83a379d93b8066652f627df6c0e4,74,732973.5810810811,30000,1000001,351196.9743214599,1000001.0,74,10269.27027027027,499,37499,9480.40126498512,7999.0,74,49.0,49,49,0.0,49.0
414581a51dfb7ee7bc7a3691a3f18280de4223ef88e193c4d81918854e854370,12,702917.3333333334,30000,1000001,443982.76686485216,1000001.0,12,183874.08333333334,1499,1000000,301343.00823765545,64999.0,12,1344.8333333333333,49,7499,2132.908634335808,449.0
4152df1357edb9e1394aeef312bbadd3950a030c766441a06723d7d48529a040,11,300000.0,300000,300000,0.0,300000.0,11,6135.363636363636,1499,12499,3854.1595004028386,5499.0,11,67.18181818181819,49,149,40.45199174779453,49.0
415d0cae95d658b57686cc91ce3cbef9837e9823e4f7313c1b463a50305df822,4,531250.25,75000,1000001,420007.81242763804,525000.0,4,103749.0,2499,162499,70518.90999346676,124999.0,4,2599.0,149,3749,1650.252505931542,3249.0
416a3f0d94c292bf2b8c51c5fd6d22c4b5aa11ca6c2179323af774ed46ed5184,3,30000.0,30000,30000,0.0,30000.0,3,1499.0,499,2499,1000.0,1499.0,3,49.0,49,49,0.0,49.0
4172713523452b3ca1880bb59a17f91ebd5e0d3bf6e5516bf818226d4ae9a774,1,1000001.0,1000001,1000001,,1000001.0,1,2499.0,2499,2499,,2499.0,1,149.0,149,149,,149.0
4182925e3dc04ed1d4038d77f093168c72072a63d9098b74f973dc320e17a5a3,1,30000.0,30000,30000,,30000.0,1,7499.0,7499,7499,,7499.0,1,49.0,49,49,,49.0
41a75c784c74084b0ee5e8472b7b6ba7b7892b3d564fc1985bcef58d620e637d,3,458333.6666666667,75000,1000001,482399.0827109161,300000.0,3,24332.333333333332,8499,54999,26562.818625539974,9499.0,3,115.66666666666667,49,149,57.735026918962575,149.0
41c6d0d9a4656868917e25ba693df0958e38279d18e0341c6d16562b9c7f0bcd,1,1000001.0,1000001,1000001,,1000001.0,1,4499.0,4499,4499,,4499.0,1,49.0,49,49,,49.0
41cd293f938b0f89ef0931fb0c6bc98c0c013612390b22cde3424ef7117d0c19,1,0.0,0,0,,0.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
41d5635bc60f27c628e5c56b40cc2380ef46e5389f469bacc006c6afa006d5e7,5,360220.0,550,750000,376234.09036130685,300000.0,5,1499.0,499,5499,2236.06797749979,499.0,5,49.0,49,49,0.0,49.0
41eb04ae41220b4a521c60180cbcc88e5e9be520c32adc44df5258fb9ead094e,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
41fc77064769176a4ad3d30859f242e4b095e79bb9848d733280498457144495,6,126000.0,3000,300000,138572.724588932,75000.0,6,296999.1666666667,4499,1000000,382243.0917625153,164999.0,6,2007.3333333333333,49,7499,2874.7898473917476,799.0
4208a058022cec3e4e2ca63d2cf8fb4b187c390bda60f4d6b9e722c7c9899fbe,6,1000001.0,1000001,1000001,0.0,1000001.0,6,5165.666666666667,499,17499,6186.005711819758,2999.0,6,49.0,49,49,0.0,49.0
425b274b0a2dccb6438f0b81709e5ebc9c9f8e27d6b5282dd0c143f46d235cd6,1,30000.0,30000,30000,,30000.0,1,5499.0,5499,5499,,5499.0,1,49.0,49,49,,49.0
425b2f2bad864f18b627d26fb81d9503e980aaa42ee24fe6a3ef6f0f028bb212,72,1000001.0,1000001,1000001,0.0,1000001.0,72,2380.9444444444443,499,64999,8096.46638953501,499.0,72,74.0,49,749,88.4132422686257,49.0
42624c5fbaf6df93854a947e593e49dfb1d2b219ffb3692662b88a4267de3553,1,75000.0,75000,75000,,75000.0,1,27499.0,27499,27499,,27499.0,1,149.0,149,149,,149.0
4266e88ffdd01b5878bf3c67d07d04dd613fd9bbb04df75d6aed5736c2472c78,8,210000.0,30000,750000,333295.2359181185,30000.0,8,1999.0,499,6499,2329.9294900428704,499.0,8,49.0,49,49,0.0,49.0
4294207e93b4b475381ec9d0ed1d18f917036b60af5dde5d3272e5170b82902f,1,1000001.0,1000001,1000001,,1000001.0,1,274999.0,274999,274999,,274999.0,1,2749.0,2749,2749,,2749.0
429bab1c15afd20365be94201ff6ecdce38f356b33458e1bc5c9e4104cb20264,7,628571.7142857143,300000,1000001,323853.670660436,750000.0,7,4356.142857142857,499,17499,6067.085281214021,1499.0,7,63.285714285714285,49,149,37.79644730092272,49.0
42a41b2017250a894d35b60b6bed9ec0a4c2da6add94578ec7199eb7337c6003,1,750000.0,750000,750000,,750000.0,1,2499.0,2499,2499,,2499.0,1,49.0,49,49,,49.0
42bde3034f298aea3a5c651d5c6e4ba79fb0e756cf9a83a222acb1becd64d5c0,9,300000.0,300000,300000,0.0,300000.0,9,34832.333333333336,3499,112499,34785.05426185217,37499.0,9,560.1111111111111,49,1749,553.2730890899278,549.0
42c1f5d0b12be65542a467033639c4cb388e5895d1d46aa146bdad33475dfcb5,16,762500.5,300000,1000001,295240.44438434695,875000.5,16,16030.25,499,94999,24186.407167387773,10999.0,16,217.75,49,1249,319.8306843732581,99.0
42ce8713582785a8ccf6a481b5320003afc19f86e37e1bb8551f0dc6a6ec24c9,5,1000001.0,1000001,1000001,0.0,1000001.0,5,233999.2,12499,1000000,429107.80463678355,64999.0,5,1359.0,49,5499,2333.023788991445,449.0
42eff2b6c55cfcd677f1b4ae067591a3c664966e64ba04e3858359ba3bd48710,9,1000001.0,1000001,1000001,0.0,1000001.0,9,222110.22222222222,499,1000000,377673.12994631275,27499.0,9,2743.4444444444443,49,22499,7413.1827023066,249.0
4323067de275ebc85f7fffe1c8e8a17c214872da73c450ef4d8c145fd5624535,4,300000.0,300000,300000,0.0,300000.0,4,12999.0,2499,22499,11000.0,13499.0,4,174.0,49,349,150.0,149.0
4325077390cc99dfc76a23d602753a710cced9a4bd056819a0ec3375cbdf1918,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
4336a7aeff51fd0dcac0bf693a208da2b6daf222dee7eb28d8757ebc330be61a,5,610000.4,0,1000001,444972.3474557717,750000.0,5,5699.0,499,22499,9471.00839404126,1499.0,5,69.0,49,149,44.721359549995796,49.0
433e8cc3ce97d1b32d5aea90300d6b158a5f3a351437718d9992d52166f0d6a4,1,7500.0,7500,7500,,7500.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
4340218c26fd4bd30d99c2cdbf5f0c4fc7edc7d648d512cd951435c7793843e9,118,823136.3220338983,30000,1000001,316251.688299399,1000001.0,118,22621.881355932204,499,187499,34967.257972113955,7499.0,118,315.10169491525426,49,3249,482.19943722702544,149.0
437586b2ca6a2e14de399f4b679f71f084276f35883a98eb72380b534a1899d3,4,165000.0,30000,300000,155884.57268119894,165000.0,4,1249.0,499,2499,957.427107756338,999.0,4,49.0,49,49,0.0,49.0
438e93da7950d77ab03032cab4d32b3fc49a163bf75f3e692deccc4069963ebc,2,1000001.0,1000001,1000001,0.0,1000001.0,2,2499.0,499,4499,2828.42712474619,2499.0,2,49.0,49,49,0.0,49.0
439ac577df2bb76d68d1a878ccc861140e82a6a9c5368bd38fe7c516ba70258f,1,300000.0,300000,300000,,300000.0,1,74999.0,74999,74999,,74999.0,1,349.0,349,349,,349.0
439dac621040c8869bca269b529ad727f7321c1ee82328ba8a77f1ac41ffb02b,2,503750.5,7500,1000001,701804.1874344297,503750.5,2,137499.0,137499,137499,0.0,137499.0,2,5224.0,949,9499,6045.762979144982,5224.0
439e84f90a4108fc971a1c00119ce94d1b4771534261bbfda0bfc31d93f67680,2,1000001.0,1000001,1000001,0.0,1000001.0,2,24999.0,22499,27499,3535.5339059327375,24999.0,2,99.0,49,149,70.71067811865476,99.0
439ee8288da1f518dad038b66fa717adcdf3e4f78425a806c2bdbb7e5bcaa2bb,5,1000001.0,1000001,1000001,0.0,1000001.0,5,8899.0,499,22499,9208.69154657707,8499.0,5,189.0,49,449,167.3320053068151,149.0
43bf19b558833cfdb2bb4b744957fdedd656a9ce685459d308b44f3831db49bc,30,1000001.0,1000001,1000001,0.0,1000001.0,30,1532.3333333333333,499,12499,2281.6106430407403,499.0,30,62.333333333333336,49,349,57.13464637233658,49.0
440f2684255f06d057d1e4ff404dc36251c8c7cfd5b61c439d131728e492a6d5,18,1000001.0,1000001,1000001,0.0,1000001.0,18,30332.333333333332,499,274999,63241.83276728075,14999.0,18,421.22222222222223,49,3749,915.7482029694789,149.0
441bacde63a5b164dc52f3d0d648afbb08e6faa3b24ef83941f94fa9e7fa3612,3,3000.0,3000,3000,0.0,3000.0,3,7832.333333333333,1499,17499,8504.900548115384,4499.0,3,115.66666666666667,49,249,115.47005383792515,49.0
442aa027fda4f11d32ab0d3506a973af6e0ea12fbdaab811e65195743579a555,1,300000.0,300000,300000,,300000.0,1,2499.0,2499,2499,,2499.0,1,49.0,49,49,,49.0
442b98cc1fe46c3e85e0c317a8975b6d1b7347c140b096d095c864b721ca94dc,3,60000.0,30000,75000,25980.76211353316,75000.0,3,101665.66666666667,54999,137499,42303.46715499018,112499.0,3,1615.6666666666667,849,2749,1001.6652800877813,1249.0
44339c310a5719f5f1c9276da707824c226e37a6c3a5fbc039553968422396c4,3,0.0,0,0,0.0,0.0,3,499.0,499,499,0.0,499.0,3,49.0,49,49,0.0,49.0
445924ce6d25c8b935f4c22fc800f72b95c8370a2a26b32a45fd97aace5578b4,132,98863.63636363637,30000,300000,92446.78871614648,75000.0,132,62661.878787878784,499,849999,154604.7965469165,8499.0,132,823.2424242424242,49,17499,2332.9001448454737,49.0
44a3f588aeec69bfe6ed8ced09c77ee39dc862df952ba47c9112635d4dfbd6c1,1,75000.0,75000,75000,,75000.0,1,2499.0,2499,2499,,2499.0,1,49.0,49,49,,49.0
44ac93674924de71dac481a99718b079432fad90117380185231d462a1bafd4c,2,375000.0,0,750000,530330.0858899107,375000.0,2,999.0,499,1499,707.1067811865476,999.0,2,899.0,49,1749,1202.0815280171307,899.0
44d1f08892a76f3b234393211fa1250daaf7d3a278d489312fde7660b726ab55,3,750000.0,750000,750000,0.0,750000.0,3,102499.0,27499,224999,106975.46447667334,54999.0,3,315.6666666666667,49,749,378.59388972001824,149.0
44e4c15f3999b1647cfb0b908437a9dc9a9b8adafb9b6216e451363f6380f0bb,23,660217.8695652174,7500,1000001,420001.02209110535,750000.0,23,3194.6521739130435,499,12499,2851.3917273164507,2499.0,23,57.69565217391305,49,149,28.810406552003037,49.0
44efc9d2560da4567427c772fb0c172815e4bdc105453eee25aa4b95bf2e9c3c,3,1000001.0,1000001,1000001,0.0,1000001.0,3,1832.3333333333333,499,2499,1154.7005383792516,2499.0,3,49.0,49,49,0.0,49.0
44f34988d6f2f642d8833223794b27ce306b29901a8ef19d854bf8bc587adcb0,1,750000.0,750000,750000,,750000.0,1,224999.0,224999,224999,,224999.0,1,5499.0,5499,5499,,5499.0
4500e7712c6e69f0b9427f3fedc6688d68bace8c2d2abaefcc06873414713def,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
452d40226e12c1eee19443eab6e08819851d47ab2eaedcd376fc52830cb434b4,2,1000001.0,1000001,1000001,0.0,1000001.0,2,499.0,499,499,0.0,499.0,2,49.0,49,49,0.0,49.0
45310f2a0caeffeba4500df57d481c8a1c7efc63194d18612d91a80d46041b77,116,438232.9655172414,30000,1000001,362918.60005245474,300000.0,116,130111.0775862069,499,1000000,178128.35584342227,64999.0,116,1220.551724137931,49,17499,1991.211387222787,699.0
453c65182ff6202ea5a41dc43532a068a2593942f04b69f92e7e73c2ef58707f,2,550.0,550,550,0.0,550.0,2,149999.0,112499,187499,53033.00858899106,149999.0,2,1749.0,1249,2249,707.1067811865476,1749.0
45520f02cc03b163e20a00504546c4fcd51384b9f60c0a3c91cf5d273b55467b,65,984616.323076923,750000,1000001,60546.63253721972,1000001.0,65,167822.12307692308,499,1000000,289073.4851547541,27499.0,65,2475.153846153846,49,27499,5180.734350790585,349.0
4574753ab7f8c18f6b107461e1d8deaea2c2fc14403d4ef0e41d037e7c2b2287,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
45b1268d29bee80f8a7419d5a8878546307596303dcdfcf2d97b48885cd080ef,1,1000001.0,1000001,1000001,,1000001.0,1,224999.0,224999,224999,,224999.0,1,449.0,449,449,,449.0
45b20ab69c655608460ae1d34c863e687ead4e63a7d54be0a512abf1e7733dc0,1,30000.0,30000,30000,,30000.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
45c0c1c337e9db6b3fa8166e118995fae7fe204a8df21ff968aba450f031be0a,1,550.0,550,550,,550.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
45d29501adaf1b6dfbdff6578911478c9ddf312bfdfadd8145fb72f0cdc228b4,141,778546.7943262411,75000,1000001,359657.77737165877,1000001.0,141,11523.82269503546,499,84999,19484.364266282737,1499.0,141,389.4255319148936,49,4749,835.6330981788817,49.0
45dc87ae80dc5676e08233f2ba3a7af567f83b7156b116c419e29dd3b2aa338d,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
45dca8cc71c5f2c44298c3a2f6d6284f77c0c0116c71c2ed5226f30d31680874,2,3000.0,3000,3000,0.0,3000.0,2,12499.0,12499,12499,0.0,12499.0,2,299.0,249,349,70.71067811865476,299.0
