,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_audience_size,estimated_impressions,estimated_impressions,estimated_impressions,estimated_impressions,estimated_impressions,estimated_impressions,estimated_spend,estimated_spend,estimated_spend,estimated_spend,estimated_spend,estimated_spend
,count,mean,min,max,std,median,count,mean,min,max,std,median,count,mean,min,max,std,median
page_id,,,,,,,,,,,,,,,,,,
d96803b5abb19bb8076eb5a96268473e830c3d6831d58b00378a8e22c95ea922,6,7500.0,7500,7500,0.0,7500.0,6,5665.666666666667,2499,12499,3544.9494589721116,4999.0,6,282.3333333333333,49,649,206.5591117977289,249.0
d96e224807b2204b1d14e1ee656f50af6dac6ff6054f30db29dbe9b002567ad8,21,747619.380952381,300000,1000001,249738.3116102686,750000.0,21,195903.7619047619,1499,949999,240966.1604379139,137499.0,21,2825.190476190476,49,12499,3108.4408892409006,1749.0
d9705067e8dc7cf930c4cc7b44cfc4dfffdfe89db85aeeeb4f8833224a9f08f9,142,637500.5704225352,30000,1000001,428209.58467145736,1000001.0,142,11861.676056338029,499,324999,35685.79113935734,1499.0,142,312.7323943661972,49,5499,905.169244121477,49.0
d970cf5a91f9c7c649f0a1c09f9c10cd7f78251d545ba0ed520b775c1ce65950,78,308025.6666666667,3000,1000001,178576.50390876466,300000.0,78,69620.79487179487,499,649999,123249.3298603376,17499.0,78,952.2051282051282,49,12499,2149.5444963506898,249.0
d97af9325d39d5de9e262bdc7642d861ed3d3986a0f09322170df6db3044042b,6,525000.0,300000,750000,246475.15087732475,525000.0,6,11499.0,1499,22499,8246.211251235321,12499.0,6,99.0,49,149,54.772255750516614,99.0
d98257fc1fcb7980aaa9699acd9b9527122083c5046e6d594c537c197a66645b,2,3000.0,3000,3000,0.0,3000.0,2,10499.0,8499,12499,2828.42712474619,10499.0,2,349.0,149,549,282.842712474619,349.0
d987a2275ec65ca65baad70d27e262cecd96e150d99ffb3beeaf695a14ad69a9,1,75000.0,75000,75000,,75000.0,1,9499.0,9499,9499,,9499.0,1,49.0,49,49,,49.0
d9ba8fd51b1c3ad065a17ab63685f8c90d610baf12c7d11820f1c89595c4cd05,103,938641.6990291262,30000,1000001,229718.95375798538,1000001.0,103,486562.32038834953,499,1000000,360180.87001936417,424999.0,103,11411.135922330097,49,274999,32921.50681665989,949.0
d9c9dc76e7bdefefc122661b797e8f0f13384bc55ac0cddccc9acdc337a24705,1,1000001.0,1000001,1000001,,1000001.0,1,27499.0,27499,27499,,27499.0,1,349.0,349,349,,349.0
d9d94852fb7fdf67937dbf3bf51bb57fee7d3f23ba0cd9f12478f6e559254bae,4,875000.5,750000,1000001,144338.14464767562,875000.5,4,1999.0,1499,2499,577.3502691896257,1999.0,4,49.0,49,49,0.0,49.0
d9dcbbc8cd633b891629689050ef22786a986bbc348633496609da589d23cdf2,1,30000.0,30000,30000,,30000.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
d9f8adaa3da06936b5a7d71403eec1299602fb7d1c5d7fb98344cb1d165b01e1,2,7500.0,7500,7500,0.0,7500.0,2,14999.0,12499,17499,3535.5339059327375,14999.0,2,199.0,149,249,70.71067811865476,199.0
da00d2c08412cce0f86f222eaba0f03a6d07649ed2c125c4e3df33c40777e7f2,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
da0639002b916b14d0b834a041538b25bd55256a69b4f6dbd9708132133a81f2,4,75000.0,75000,75000,0.0,75000.0,4,13249.0,499,27499,11786.291472158096,12499.0,4,224.0,49,449,170.78251276599332,199.0
da188d0471ade79808de7157c83edbecdd9ac3cc75db3968db9dfa84080d8d54,37,225202.7027027027,7500,300000,117400.04374049556,300000.0,37,41917.91891891892,2499,274999,59647.0537497119,17499.0,37,424.6756756756757,49,3249,749.5944849662995,149.0
da205cdb499889290426b2da329c3051baadde92174c6efb3da37e1483d1e051,1,550.0,550,550,,550.0,1,5499.0,5499,5499,,5499.0,1,149.0,149,149,,149.0
da2992124d1f141fff52f0d344da26a0f4e5fa5281b38972b923422c78629eae,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,4249.0,4249,4249,,4249.0
da2e98caf7e64ef34f81382be5739d6378c3a2b1e8bfb43fc659fcf3ba6bb579,4,0.0,0,0,0.0,0.0,4,499.0,499,499,0.0,499.0,4,49.0,49,49,0.0,49.0
da326de68bac9c9e447d3fa14813890c0f96a2ca3c0c3ef9f8778c2145ad8a97,4,232500.0,30000,300000,135000.0,300000.0,4,75499.0,4499,224999,101940.34203068643,36249.0,4,824.0,49,2249,994.5685831890462,499.0
da453bd4aa8465f8a5890494c8f80b6c0bf4dd2046ee0d7007960d4cc44d5b33,5,300000.0,300000,300000,0.0,300000.0,5,1699.0,499,2499,1095.4451150103323,2499.0,5,49.0,49,49,0.0,49.0
da5e5a22c53ee55c3c5810916e16bd946135911a868e7fef9b940f6f5e85b84e,4,525000.0,300000,750000,259807.6211353316,525000.0,4,499.0,499,499,0.0,499.0,4,49.0,49,49,0.0,49.0
da622ea4f8a1faf14cd4015031166bf73a6925a71a635267c015829b8b0608a5,1,1000001.0,1000001,1000001,,1000001.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
da63c016b502495e505ead72bba2dcbd8deadee2964eddef13a65edc9f54ac30,6,30000.0,30000,30000,0.0,30000.0,6,34165.666666666664,12499,84999,32313.567841800857,14999.0,6,1499.0,349,4249,1771.7223258738939,399.0
da64a48b0ab6e418eb128126b91e246d336e0ac43a6291cd7596a9e49103bd3d,126,20519.84126984127,550,30000,12658.27014937678,30000.0,126,52602.1746031746,499,549999,82665.35713248487,24999.0,126,1266.063492063492,49,12499,2283.612600231595,449.0
da895f1d45e100beb482965aa94a27181a0b936354c32404124f2e7cee95508b,2,1000001.0,1000001,1000001,0.0,1000001.0,2,499.0,499,499,0.0,499.0,2,49.0,49,49,0.0,49.0
da94fccade634471a767127e1d0b406923bc1998397b0fd407fed7648afe6ea4,10,255000.0,75000,300000,94868.32980505138,300000.0,10,499.0,499,499,0.0,499.0,10,49.0,49,49,0.0,49.0
daa712df30aea1e216c75025aba675fa0579bcd829540975ead01a68db5f5937,2,503750.5,7500,1000001,701804.1874344297,503750.5,2,3999.0,2499,5499,2121.3203435596424,3999.0,2,199.0,149,249,70.71067811865476,199.0
daac6b9d85109b0de6db5104fb044b41c79006fa501cf20a9a4bf114a978d204,4,356250.0,75000,750000,283118.7913226531,300000.0,4,28749.0,27499,32499,2500.0,27499.0,4,149.0,149,149,0.0,149.0
daafb22794ba6b571b4da17787629c4fb9b6b5b2e41128fbaf3b7aaefe724fba,3,260183.33333333334,550,750000,424449.17343933345,30000.0,3,5165.666666666667,499,12499,6429.100507328637,2499.0,3,149.0,49,349,173.20508075688772,49.0
dab022f3cc2ec08646d95c9ecdff3def9fc5f8fa690e0959bc3da48728fe2615,1,7500.0,7500,7500,,7500.0,1,54999.0,54999,54999,,54999.0,1,1249.0,1249,1249,,1249.0
daccf608f1d40fd665d99c79939b764a5d14f164d0aa9d4ee9d34bcb763a15f8,2,525000.0,300000,750000,318198.05153394636,525000.0,2,3999.0,1499,6499,3535.5339059327375,3999.0,2,49.0,49,49,0.0,49.0
dad3560c2c7da21b622b18080960457cc744ebdd899f49b9b2e91cdb718566f5,3,1000001.0,1000001,1000001,0.0,1000001.0,3,16832.333333333332,5499,27499,11015.141094572204,17499.0,3,82.33333333333333,49,149,57.735026918962575,49.0
dadf274873454cf7bc010ef4784d9d0271519c419631cdd86d320075be14fb16,1,1000001.0,1000001,1000001,,1000001.0,1,1499.0,1499,1499,,1499.0,1,149.0,149,149,,149.0
daeaea677ed047bdfdba2848cc759470cff156938bd9e37d90552a1e6547bbf9,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
daf9cb9f4f51de5d9a3347a626c592e6bd6da571598f1d43182fb25533a68c87,58,96033.62068965517,550,300000,103230.72921897659,75000.0,58,125542.10344827586,499,749999,147724.41401292745,94999.0,58,2224.0,49,12499,2699.971572299988,1499.0
db0794f651d1de0b4851f7234c74a6775a484092cff38aa34d78e29ce26d3698,6,1000001.0,1000001,1000001,0.0,1000001.0,6,422082.6666666667,27499,1000000,459065.903765752,209999.0,6,4199.0,149,17499,6820.1173010440225,849.0
db0ab872e37e5c3f3bcc857b029ab1d9da2bc0c4866186acd98e0f58027b3f44,2,1000001.0,1000001,1000001,0.0,1000001.0,2,13499.0,9499,17499,5656.85424949238,13499.0,2,49.0,49,49,0.0,49.0
db0c2844b2a7967839402c7017c5276d019a0699c1be7fba0a34bcaa9e49c805,27,1000001.0,1000001,1000001,0.0,1000001.0,27,3461.962962962963,499,27499,6653.4056142554755,499.0,27,97.14814814814815,49,449,128.21367492879392,49.0
db13a40f854cc9ff13a0ab2cab82153224d5235524506a1179b4ff66d11c3527,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
db31a01abd56f373ba4138dadb6e5acbc3823cd5db139c2cc10d4f51adb1a630,2,16500.0,3000,30000,19091.883092036784,16500.0,2,53749.0,12499,94999,58336.30944789017,53749.0,2,499.0,249,749,353.5533905932738,499.0
db6994e73cc91c152ec2db0efefa3aace70b10a56e396e8d26c2ff2265c39a14,17,292058.82352941175,30000,750000,247108.64781211,300000.0,17,6028.411764705882,499,47499,11869.696958320079,499.0,17,131.35294117647058,49,649,162.9236558853834,49.0
db8b6ae1216c4ebd7e0d20ad5bf6aa91a2120318f02ce10e82723bf1ddc5cfb2,2,525000.0,300000,750000,318198.05153394636,525000.0,2,4999.0,4499,5499,707.1067811865476,4999.0,2,99.0,49,149,70.71067811865476,99.0
db99f86c933eb7c783b484d203d87aca855edc160997128071ac8252e7a69274,3,30000.0,30000,30000,0.0,30000.0,3,4832.333333333333,499,7499,3785.9388972001825,6499.0,3,315.6666666666667,49,449,230.9401076758503,449.0
dbb5f42ce8f88a1350e9dc6fcb776ca52780619cd46ff0de1940ca6b79b88192,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
dbd46d3aac766441fda2fa0523aa621f1b92176aaa9665a99675ee85df04a3cf,11,201818.18181818182,30000,300000,136221.74435956852,300000.0,11,298317.2727272727,499,1000000,360396.8007250039,64999.0,11,5217.181818181818,49,17499,5713.329708990753,3749.0
dbd588d4014bcc35ba1f167bccda0f63d8eed90133d893cf5c7a1df684e4e856,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
dbe8b38fd6c8db45fa7fbf33e6c7b475ab1eaa46b13a511dbfb570a6fbcbb753,1,1000001.0,1000001,1000001,,1000001.0,1,37499.0,37499,37499,,37499.0,1,149.0,149,149,,149.0
dbe937c0f32ec72b2bacc719c23602a6aa23846aa231895ae105cb509837e0fb,29,208448.27586206896,30000,300000,119956.11882413398,300000.0,29,168636.93103448275,499,549999,151419.05525912682,137499.0,29,1228.3103448275863,49,3749,1043.476096770798,849.0
dbee8029a58ab19060e7389fb48fc94dea54d69596941c1db8dba4b649085460,1,1000001.0,1000001,1000001,,1000001.0,1,224999.0,224999,224999,,224999.0,1,349.0,349,349,,349.0
dbf535ff99708c4ce80ab9564f16eec2da3403707aa686cde6eed07dbf07b5d6,1,1000001.0,1000001,1000001,,1000001.0,1,54999.0,54999,54999,,54999.0,1,749.0,749,749,,749.0
dbf70389c924bf0ee55a2ba4d008bba2043ace2c5d6319f231047e13bf16b804,8,1000001.0,1000001,1000001,0.0,1000001.0,8,23999.0,499,54999,25788.97881986467,18999.0,8,149.0,49,249,106.90449676496976,149.0
dc04a6bcbdde868e3657f8943c0d4b669f0b14ba12f66f2af1bfcffdd9247f5c,31,146516.2258064516,3000,1000001,295717.48132530256,30000.0,31,10950.612903225807,499,162499,37297.75570520512,499.0,31,278.03225806451616,49,3249,795.4845686276582,49.0
dc06bb13b48446c5dc1a66f29f188bdefe4e7c6152647506332aae1eb516d698,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
dc0dde1f3eec6361590f0f11849fd73f63864c5358b9d49f53dfe4f00119467d,5,1000001.0,1000001,1000001,0.0,1000001.0,5,499.0,499,499,0.0,499.0,5,49.0,49,49,0.0,49.0
dc111b5fbf9b2f1123d04c72f9d781bb53fe3315db99bb10488d5b3f4420b3de,5,580000.4,300000,1000001,383406.3379761738,300000.0,5,8899.0,6499,12499,2302.1728866442677,8499.0,5,49.0,49,49,0.0,49.0
dc141946470ce301b7afc9cc21d8617ffda6fb52eeccab158f078d11395600e1,965,278145.75336787564,550,1000001,76964.24302464187,300000.0,965,34334.751295336784,499,949999,86973.31538933991,6499.0,965,849.9326424870467,49,17499,1797.6469060928594,149.0
dc4ba48b50cbcdd0572591be4baf5a4f8326a0bc6511a30fbc4cd794f13a6462,1,30000.0,30000,30000,,30000.0,1,8499.0,8499,8499,,8499.0,1,149.0,149,149,,149.0
dc4c0dc7a20e2450fc690c3351bab054ef716f05e7d9a891872b1aecd3205190,19,533421.5789473684,3000,1000001,505383.9004582243,1000001.0,19,74341.1052631579,499,549999,153349.4604409936,6499.0,19,830.578947368421,49,5499,1423.92362138289,149.0
dc5adfb5ba236ed774fcfe8910d538064a157bdc5abe1b50692a3e20f8b55837,2,187500.0,75000,300000,159099.02576697318,187500.0,2,4499.0,3499,5499,1414.213562373095,4499.0,2,49.0,49,49,0.0,49.0
dc5eb95114e44092573b6b85c352fb2bcb2ea766dadb5b132932a31bee8f03b7,1,1000001.0,1000001,1000001,,1000001.0,1,4499.0,4499,4499,,4499.0,1,49.0,49,49,,49.0
dc61dedcfa89897ca4c868d72e306b8bdc280baba4718ece4db11f78861846d2,1,75000.0,75000,75000,,75000.0,1,2499.0,2499,2499,,2499.0,1,49.0,49,49,,49.0
dc97498fd268fe544ac263be90a37a0d3ad76c6ad7b0b8fc951d0913e38f7ffc,20,673750.55,75000,1000001,373239.79363526084,1000001.0,20,35124.0,499,187499,60279.36606903071,10499.0,20,1179.0,49,4749,1264.5365283687727,849.0
dc9dc38bfe664e71da89ba362508cd181930e720ad8c85fbaa935f822d53a1e7,365,967934.5260273973,550,1000001,168997.68738383727,1000001.0,365,956.5342465753424,499,17499,1708.5690472062295,499.0,365,78.58904109589041,49,1749,150.09555890381765,49.0
dcaeca20803ca7046524e13ed0b103eff8ebb22cb1f89a649d296ac8fa200591,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
dcb170ea9c602432faa95474d1f446352cf23d1100381c82463f24edd88ee76d,552,788389.9021739131,550,1000001,349687.5959274746,1000001.0,552,6685.594202898551,499,649999,30886.355147475897,499.0,552,223.90942028985506,49,27499,1220.2949536872559,49.0
dcbf1f65570eca03d858c1deed4106183a62a707fce8c900dbebf4a2c019629a,3,75000.0,75000,75000,0.0,75000.0,3,8499.0,3499,12499,4582.57569495584,9499.0,3,115.66666666666667,49,149,57.735026918962575,149.0
dcc90b96f856469fb3858b8b71b3047bddaf83a881515a3f11cd1fbe7479a552,4,1000001.0,1000001,1000001,0.0,1000001.0,4,471874.0,37499,649999,293395.17577265424,599999.0,4,6261.5,549,8499,3837.398207118985,7999.0
dcce2cc9654ceed068c80a24a0e86ec5413fcd481a73dcb5563982dc6c04a110,2,0.0,0,0,0.0,0.0,2,499.0,499,499,0.0,499.0,2,49.0,49,49,0.0,49.0
dcd6664096a97045ff691fd3c8742aa530a194e7822666f10de981a0e9faf440,46,183212.10869565216,550,1000001,350525.7442110654,30000.0,46,20096.82608695652,499,474999,71441.78823545917,999.0,46,756.6086956521739,49,22499,3348.166453304527,49.0
dcd75d3e22d7e32fbb91f6a56247dff4db439d4e5f7caf624efb6acdc8abdf26,120,783813.2,7500,1000001,368666.6681317802,1000001.0,120,707.3333333333334,499,2499,483.2633002483706,499.0,120,49.0,49,49,0.0,49.0
dce087b0c46183786381108c8d7079eb9742bfc9f3de6dbd2d415a1e07c8ce77,1,30000.0,30000,30000,,30000.0,1,3499.0,3499,3499,,3499.0,1,49.0,49,49,,49.0
dcf7cb7c98a63e4e1834c988057d5016f155d2454ef702d201ee2778a0cf4405,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
dd02ff7e4450c7455c30da14c073263cb5387ba0c76d70a5539db9ad3035d581,1,750000.0,750000,750000,,750000.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
dd1216d6f8456507d0f53b0293acb52a731770b0860e5894d9de941c76399727,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
dd1b6d72dc41997ee27d798ac934f6378e33e874a6e36f8b822fdc4f87971c05,3,102000.0,3000,300000,171473.02994931885,3000.0,3,4832.333333333333,499,7499,3785.9388972001825,6499.0,3,115.66666666666667,49,149,57.735026918962575,149.0
dd44b2b99ce2d29efd39fdb8a8a8f61ba817d1ae133d471b5811926165b3dd50,1,30000.0,30000,30000,,30000.0,1,12499.0,12499,12499,,12499.0,1,149.0,149,149,,149.0
dd6b8cb0536743c68e2e22f175d5454d18b250fb2e7e77a39b52d31854523ef5,3,30000.0,30000,30000,0.0,30000.0,3,5499.0,1499,9499,4000.0,5499.0,3,149.0,49,249,100.0,149.0
dd7e61fbf173f8ea267b5a26f9a301de8a14da32efee06b0891fd8c6e911a45a,5,1000001.0,1000001,1000001,0.0,1000001.0,5,219499.0,17499,474999,189937.4897170119,224999.0,5,3159.0,549,6499,2361.778990506944,3749.0
dd93c3c0bc864dc70a35a89f60114782bedf08e7a515d368340ded6a98a00954,1,750000.0,750000,750000,,750000.0,1,5499.0,5499,5499,,5499.0,1,149.0,149,149,,149.0
dd9c8bfa3d6c0138d307ef6c6924465b0a2a9a28a9671f71efa2768506f60dce,2,30000.0,30000,30000,0.0,30000.0,2,1999.0,1499,2499,707.1067811865476,1999.0,2,49.0,49,49,0.0,49.0
ddbecdc48c665160c26fc4cd9faf72b58aa9b146a6943514918cf7614ce17731,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
ddcf89d744defc1444862588f142e7ecba3dc191bbff0284a98e57854c4ccf87,15,933334.0666666667,750000,1000001,114434.8847919741,1000001.0,15,3365.6666666666665,499,17499,4998.094875145167,1499.0,15,75.66666666666667,49,249,59.36168397046637,49.0
ddd019a02f407e0e2f75bb950c09efc6832841d1caad504af3d7bf2a7f01d761,6,1000001.0,1000001,1000001,0.0,1000001.0,6,2499.0,499,4499,1673.320053068151,2999.0,6,49.0,49,49,0.0,49.0
dde6f746e66f7795f40ceb82873073e10214f2f0687d1d1ed6c60e53cebffed1,68,84941.23529411765,3000,1000001,243311.27060963528,3000.0,68,17315.176470588234,499,274999,43224.41477826643,4499.0,68,203.41176470588235,49,849,205.47275196440134,149.0
dde94b6eab977129941425aea17b7ed0e0181ac8f8a2b22b39af673e53e8bea9,1,75000.0,75000,75000,,75000.0,1,5499.0,5499,5499,,5499.0,1,49.0,49,49,,49.0
ddef8c4bdf97d713499d9f505aeb7c3f5b3286d5d13caeb4f96a4e8309559373,3,1000001.0,1000001,1000001,0.0,1000001.0,3,25999.0,499,54999,27418.05974171039,22499.0,3,849.0,49,1249,692.8203230275509,1249.0
de0665fa011227cfb881dab4afb2a6f0d8fe9b027395d7c40b26796c4c8660a8,1,1000001.0,1000001,1000001,,1000001.0,1,17499.0,17499,17499,,17499.0,1,49.0,49,49,,49.0
de0b5c61ec4d7ae8cb24d930ecdb61e0db068838e8f4b9a26779623477601d9c,1,1000001.0,1000001,1000001,,1000001.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
de0e0b4df2396c3fd5e0e9675207c575e46b80e349fc6d9db7ff45a65e7b4f8d,1,550.0,550,550,,550.0,1,54999.0,54999,54999,,54999.0,1,649.0,649,649,,649.0
de2966a8ff7b102bed4d654f1cc9fda32c3e333ceb80bd45d28d4a59bffbd7bf,1,30000.0,30000,30000,,30000.0,1,54999.0,54999,54999,,54999.0,1,1249.0,1249,1249,,1249.0
de3ae122b6bf67332a8d7eab2e87755ded28896bac2d4ee65b1bf399bd591d9e,1,300000.0,300000,300000,,300000.0,1,2499.0,2499,2499,,2499.0,1,49.0,49,49,,49.0
de47b9977e6ed0949f215217ef45f2d4ec377422a28bc9e1a4423357cdbe8e81,56,928611.6428571428,550,1000001,259727.42873533812,1000001.0,56,1981.142857142857,499,17499,3741.6139999571474,499.0,56,49.0,49,49,0.0,49.0
de484a353566571a37935f9618fe19ceaab1b3dff47cbca82358054d149abb87,3,210000.0,30000,300000,155884.57268119894,300000.0,3,15832.333333333334,12499,17499,2886.751345948129,17499.0,3,149.0,149,149,0.0,149.0
de4c3e466f7c2e4ddab5ad67db254a35b78b1762501af3d6af3ef83830e32121,3,0.0,0,0,0.0,0.0,3,499.0,499,499,0.0,499.0,3,49.0,49,49,0.0,49.0
de5622f9dc2319652a6ff77e603d187ab89e3b6c2fd5267c2bfd273a98e0ef0c,1,75000.0,75000,75000,,75000.0,1,17499.0,17499,17499,,17499.0,1,149.0,149,149,,149.0
de57c050b2a303223398c052c7e1491647e297ca05a30405255438d23e1e4abf,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
de60e5515bbb9d15556037c0e2e00f96eab7b1534240e53b9a731931825e076a,2,1000001.0,1000001,1000001,0.0,1000001.0,2,2999.0,1499,4499,2121.3203435596424,2999.0,2,49.0,49,49,0.0,49.0
de64531bc71dbbeb99ba52deef762679463ca4c534186f735bf9a7f83cd6711e,1,300000.0,300000,300000,,300000.0,1,54999.0,54999,54999,,54999.0,1,249.0,249,249,,249.0
de6ce2e0af49323eb0d316c0d1ba7d46f68c59e13882b4c9870700b2b2b6961f,5,1000001.0,1000001,1000001,0.0,1000001.0,5,177999.0,32499,649999,267630.8091382605,37499.0,5,609.0,149,2249,920.8691546577071,149.0
de8bca99627cc1cd690c12135a5897ef6370db180232721d4b95e15118d2e77d,5,395000.2,75000,1000001,351959.23414537654,300000.0,5,105999.0,27499,162499,59728.55263607181,112499.0,5,849.0,449,1749,533.8539126015655,749.0
de9240bfef0ab81aa81207660d4e675f186c8acdd42ca0570ccb0f9a39875dee,2,1000001.0,1000001,1000001,0.0,1000001.0,2,46249.0,27499,64999,26516.50429449553,46249.0,2,299.0,249,349,70.71067811865476,299.0
de9c4b5e14b42d6fbaf27f7d3d6d0f52c6b8bdf50ae556c44d1d379c15060394,2,300000.0,300000,300000,0.0,300000.0,2,268749.0,112499,424999,220970.8691207961,268749.0,2,3374.0,1249,5499,3005.203820042827,3374.0
de9df9fe9935e07e2df39adac5ea345729d73b2d8f91556b7eb0c4215019af15,8,75000.0,75000,75000,0.0,75000.0,8,334999.25,54999,1000000,413808.9897527775,124999.0,8,1724.0,249,5499,2340.634834520632,499.0
debb7c69d9275b985c235178ceebbd7c4653d5c207a6900fdd972042c322af51,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
dec514d49ddc119a640fa9416530731777def6a6a2ac3ea8c3046e32d9d6eb80,12,471250.25,30000,1000001,431867.97461748024,412500.0,12,524999.25,112499,1000000,332475.6108624907,424999.0,12,10599.0,949,32499,11016.083283503756,6624.0
dee9f84151d9addcbd73edef335d27e01446a35092a989aea0ff0d3e8f78eebe,16,1000001.0,1000001,1000001,0.0,1000001.0,16,2936.5,499,9499,3097.7142110487425,999.0,16,136.5,49,449,125.83057392117917,49.0
defee310269738fa7bc0d2356f6e6c229f82baf54273aca964f3683f116d1297,1,1000001.0,1000001,1000001,,1000001.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
df10c00e1f9afbce2d437b3a6891e9925164900a757230552c1bb702ddb78913,2,1000001.0,1000001,1000001,0.0,1000001.0,2,499.0,499,499,0.0,499.0,2,49.0,49,49,0.0,49.0
df118670ad30603fae95f7ff7fd78d68d3cdbcb822af55148494dfeb87f42318,1,1000001.0,1000001,1000001,,1000001.0,1,4499.0,4499,4499,,4499.0,1,149.0,149,149,,149.0
df1e0a6c725ecb54401d29dc1708e7fa27d61d33744253f5b33f23162aa1d57d,7,622857.7142857143,30000,1000001,478912.98344748537,1000001.0,7,30713.285714285714,17499,64999,17601.74504335944,27499.0,7,1320.4285714285713,649,2749,738.7247699341656,1249.0
df2b89e0787cab5e1ce562c81058dcb94d62ec0e6e7022a330bf8a4186156790,2,30000.0,30000,30000,0.0,30000.0,2,214999.0,54999,374999,226274.1699796952,214999.0,2,3874.0,2249,5499,2298.0970388562796,3874.0
df2ec64b4369321fab5f5735600e967477730e4e0b3306373468308dccd2bc3a,14,1000001.0,1000001,1000001,0.0,1000001.0,14,133820.42857142858,1499,849999,283717.8044861083,19999.0,14,3320.4285714285716,49,27499,7663.01593283044,649.0
df36cb57d680f494c8b39f32938509684bd64857c5ffc5bca27c39929d333131,2,500000.5,0,1000001,707107.4882933287,500000.5,2,6499.0,499,12499,8485.28137423857,6499.0,2,99.0,49,149,70.71067811865476,99.0
df4f9c0badf5853c99cae500e38d7720777b5e8202f959b996911a4217f890bb,3,1000001.0,1000001,1000001,0.0,1000001.0,3,499.0,499,499,0.0,499.0,3,49.0,49,49,0.0,49.0
df54cb34747f2a06199f90f179847dfe031e8726d8a6dc668ce6825e67208928,1,1000001.0,1000001,1000001,,1000001.0,1,1499.0,1499,1499,,1499.0,1,49.0,49,49,,49.0
df5b25eca7bb444cc5d719471127b4c3eaa25da520917bca5c14d3a50f71e93a,1,1000001.0,1000001,1000001,,1000001.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
df8ba640b0d928a94a3404f0985f1327ded34a276c13922d59d54b21996a284d,1,550.0,550,550,,550.0,1,32499.0,32499,32499,,32499.0,1,249.0,249,249,,249.0
df8ed0a326425bde9e058a1f5ccd3f2cb83cc05ee62dd8bb807af06bf2fb2fe0,3,60000.0,30000,75000,25980.76211353316,75000.0,3,6832.333333333333,5499,9499,2309.4010767585028,5499.0,3,115.66666666666667,49,249,115.47005383792515,49.0
df91257352c2da0e2c0ea2c2f27b6823c37dc8388dedfc584999e77c8f2aba61,3,270000.0,30000,750000,415692.1938165306,30000.0,3,8499.0,499,12499,6928.203230275509,12499.0,3,182.33333333333334,49,249,115.47005383792515,249.0
dfa5cffce61338423bcb58188dd7108301883502e8040fc577cd7a2f44f89562,8,350937.625,7500,1000001,281526.58257534687,300000.0,8,32124.0,9499,64999,20407.894130878445,27499.0,8,486.5,149,2249,717.0126518110701,249.0
dfa6537d4e8b14604141c5a2fd195d78d42420226a931506b9a65f600ad6e494,50,781600.76,30000,1000001,404754.614460066,1000001.0,50,91199.04,499,1000000,211733.4257398897,4499.0,50,778.0,49,9499,1552.5518822051572,199.0
dfb078f1c02880f64aedd3227e79f7c724e8ec59421f89fc0f44a4c0cd44d186,1,7500.0,7500,7500,,7500.0,1,27499.0,27499,27499,,27499.0,1,149.0,149,149,,149.0
dfb297606750c9a91796f80384d65ac01d932eefcb9f487b58354f5ac526446f,2,1000001.0,1000001,1000001,0.0,1000001.0,2,3499.0,1499,5499,2828.42712474619,3499.0,2,49.0,49,49,0.0,49.0
dfb90cea48242992f45e9dbd40809a7508421f19ea760a181107c217a78b779b,9,600000.0,300000,750000,225000.0,750000.0,9,15110.111111111111,1499,54999,18966.710603346884,5499.0,9,171.22222222222223,49,749,233.33333333333331,49.0
dfc0cc4b184e3ed360319c8ce659e003233e8ce22de5817b0a17758df3a3cbac,1,0.0,0,0,,0.0,1,499.0,499,499,,499.0,1,49.0,49,49,,49.0
